"id","make","model","year","class","trans","cyl","displ","hwy","cty","hwy.factor"
29343,"Chevrolet","Colorado Crew Cab 2WD",2010,"small pickup","Auto",5,3.7,23,17,2
29418,"Chevrolet","Colorado Crew Cab 2WD",2010,"small pickup","Auto",8,5.3,20,15,2
30128,"Chevrolet","Colorado Crew Cab 2WD",2011,"small pickup","Auto",4,2.9,25,18,3
30129,"Chevrolet","Colorado Crew Cab 2WD",2011,"small pickup","Manual",4,2.9,25,18,3
30130,"Chevrolet","Colorado Crew Cab 2WD",2011,"small pickup","Auto",5,3.7,23,17,2
30131,"Chevrolet","Colorado Crew Cab 2WD",2011,"small pickup","Auto",8,5.3,20,14,2
31254,"Chevrolet","Colorado Crew Cab 2WD",2012,"small pickup","Auto",4,2.9,25,18,3
31255,"Chevrolet","Colorado Crew Cab 2WD",2012,"small pickup","Manual",4,2.9,25,18,3
31256,"Chevrolet","Colorado Crew Cab 2WD",2012,"small pickup","Auto",8,5.3,20,14,2
31424,"Chevrolet","Colorado Crew Cab 2WD",2012,"small pickup","Auto",5,3.7,23,17,2
20031,"Chevrolet","Colorado Crew Cab 4WD",2004,"pickup","Auto",4,2.8,21,16,2
20032,"Chevrolet","Colorado Crew Cab 4WD",2004,"pickup","Manual",4,2.8,22,17,2
20033,"Chevrolet","Colorado Crew Cab 4WD",2004,"pickup","Auto",5,3.5,21,15,2
21147,"Chevrolet","Colorado Crew Cab 4WD",2005,"pickup","Auto",4,2.8,21,15,2
21148,"Chevrolet","Colorado Crew Cab 4WD",2005,"pickup","Manual",4,2.8,22,17,2
21149,"Chevrolet","Colorado Crew Cab 4WD",2005,"pickup","Auto",5,3.5,21,16,2
22243,"Chevrolet","Colorado Crew Cab 4WD",2006,"pickup","Auto",4,2.8,21,15,2
22244,"Chevrolet","Colorado Crew Cab 4WD",2006,"pickup","Manual",4,2.8,21,16,2
22245,"Chevrolet","Colorado Crew Cab 4WD",2006,"pickup","Auto",5,3.5,21,16,2
23365,"Chevrolet","Colorado Crew Cab 4WD",2007,"pickup","Auto",5,3.7,20,15,2
24494,"Chevrolet","Colorado Crew Cab 4WD",2008,"small pickup","Auto",5,3.7,20,15,2
25566,"Chevrolet","Colorado Crew Cab 4WD",2009,"small pickup","Auto",5,3.7,21,16,2
26054,"Chevrolet","Colorado Crew Cab 4WD",2009,"small pickup","Auto",8,5.3,19,14,1
29355,"Chevrolet","Colorado Crew Cab 4WD",2010,"small pickup","Auto",5,3.7,21,16,2
29422,"Chevrolet","Colorado Crew Cab 4WD",2010,"small pickup","Auto",8,5.3,19,14,1
30146,"Chevrolet","Colorado Crew Cab 4WD",2011,"small pickup","Auto",5,3.7,21,16,2
30147,"Chevrolet","Colorado Crew Cab 4WD",2011,"small pickup","Auto",8,5.3,19,14,1
31266,"Chevrolet","Colorado Crew Cab 4WD",2012,"small pickup","Auto",8,5.3,19,14,1
31430,"Chevrolet","Colorado Crew Cab 4WD",2012,"small pickup","Auto",5,3.7,21,16,2
3196,"Chevrolet","Corsica",1987,"compact","Auto",4,2,29,21,3
3197,"Chevrolet","Corsica",1987,"compact","Manual",4,2,31,22,3
3198,"Chevrolet","Corsica",1987,"compact","Auto",6,2.8,24,18,2
3199,"Chevrolet","Corsica",1987,"compact","Manual",6,2.8,25,17,3
4390,"Chevrolet","Corsica",1988,"compact","Auto",4,2,28,21,3
4391,"Chevrolet","Corsica",1988,"compact","Manual",4,2,32,22,3
4392,"Chevrolet","Corsica",1988,"compact","Auto",6,2.8,24,18,2
4393,"Chevrolet","Corsica",1988,"compact","Manual",6,2.8,26,17,3
4394,"Chevrolet","Corsica",1988,"compact","Manual",6,2.8,27,17,3
5682,"Chevrolet","Corsica",1989,"midsize","Auto",4,2,29,21,3
5683,"Chevrolet","Corsica",1989,"midsize","Manual",4,2,31,21,3
5684,"Chevrolet","Corsica",1989,"midsize","Auto",6,2.8,25,18,3
5685,"Chevrolet","Corsica",1989,"midsize","Manual",6,2.8,26,16,3
6801,"Chevrolet","Corsica",1990,"midsize","Auto",4,2.2,29,21,3
6802,"Chevrolet","Corsica",1990,"midsize","Manual",4,2.2,31,21,3
6803,"Chevrolet","Corsica",1990,"midsize","Auto",6,3.1,25,18,3
6804,"Chevrolet","Corsica",1990,"midsize","Manual",6,3.1,26,17,3
7924,"Chevrolet","Corsica",1991,"midsize","Auto",4,2.2,28,21,3
7925,"Chevrolet","Corsica",1991,"midsize","Manual",4,2.2,30,21,3
7926,"Chevrolet","Corsica",1991,"midsize","Auto",6,3.1,25,18,3
7927,"Chevrolet","Corsica",1991,"midsize","Manual",6,3.1,26,17,3
8848,"Chevrolet","Corsica",1992,"compact","Auto",4,2.2,29,21,3
8849,"Chevrolet","Corsica",1992,"compact","Manual",4,2.2,31,22,3
8850,"Chevrolet","Corsica",1992,"compact","Auto",6,3.1,26,18,3
8851,"Chevrolet","Corsica",1992,"compact","Manual",6,3.1,26,17,3
9901,"Chevrolet","Corsica",1993,"compact","Auto",4,2.2,28,21,3
9902,"Chevrolet","Corsica",1993,"compact","Manual",4,2.2,31,22,3
9903,"Chevrolet","Corsica",1993,"compact","Auto",6,3.1,26,18,3
10875,"Chevrolet","Corsica",1994,"compact","Auto",4,2.2,28,22,3
10876,"Chevrolet","Corsica",1994,"compact","Auto",6,3.1,26,18,3
10877,"Chevrolet","Corsica",1994,"compact","Auto",6,3.1,27,18,3
11819,"Chevrolet","Corsica",1995,"compact","Auto",6,3.1,27,18,3
11820,"Chevrolet","Corsica",1995,"compact","Auto",6,3.1,27,18,3
12693,"Chevrolet","Corsica",1996,"compact","Auto",4,2.2,29,21,3
12694,"Chevrolet","Corsica",1996,"compact","Auto",6,3.1,27,18,3
3,"Chevrolet","Corvette",1985,"coupe","Auto",8,5.7,21,15,2
4,"Chevrolet","Corvette",1985,"coupe","Manual",8,5.7,20,15,2
1692,"Chevrolet","Corvette",1986,"coupe","Auto",8,5.7,22,15,2
1693,"Chevrolet","Corvette",1986,"coupe","Manual",8,5.7,22,15,2
2895,"Chevrolet","Corvette",1987,"coupe","Auto",8,5.7,23,15,2
4122,"Chevrolet","Corvette",1988,"coupe","Auto",8,5.7,23,15,2
4123,"Chevrolet","Corvette",1988,"coupe","Manual",8,5.7,22,15,2
5243,"Chevrolet","Corvette",1989,"coupe","Auto",8,5.7,23,15,2
5244,"Chevrolet","Corvette",1989,"coupe","Manual",8,5.7,23,15,2
6393,"Chevrolet","Corvette",1990,"coupe","Manual",8,5.7,23,15,2
6394,"Chevrolet","Corvette",1990,"coupe","Auto",8,5.7,22,15,2
6395,"Chevrolet","Corvette",1990,"coupe","Manual",8,5.7,23,15,2
7452,"Chevrolet","Corvette",1991,"coupe","Manual",8,5.7,23,15,2
7453,"Chevrolet","Corvette",1991,"coupe","Auto",8,5.7,22,15,2
7454,"Chevrolet","Corvette",1991,"coupe","Manual",8,5.7,24,15,2
8561,"Chevrolet","Corvette",1992,"coupe","Manual",8,5.7,23,15,2
8562,"Chevrolet","Corvette",1992,"coupe","Auto",8,5.7,23,15,2
8563,"Chevrolet","Corvette",1992,"coupe","Manual",8,5.7,23,15,2
9635,"Chevrolet","Corvette",1993,"coupe","Manual",8,5.7,23,15,2
9636,"Chevrolet","Corvette",1993,"coupe","Auto",8,5.7,22,15,2
9637,"Chevrolet","Corvette",1993,"coupe","Manual",8,5.7,23,15,2
10620,"Chevrolet","Corvette",1994,"coupe","Manual",8,5.7,23,15,2
10621,"Chevrolet","Corvette",1994,"coupe","Auto",8,5.7,22,15,2
10622,"Chevrolet","Corvette",1994,"coupe","Manual",8,5.7,24,15,2
11582,"Chevrolet","Corvette",1995,"coupe","Manual",8,5.7,23,15,2
11583,"Chevrolet","Corvette",1995,"coupe","Auto",8,5.7,23,15,2
11584,"Chevrolet","Corvette",1995,"coupe","Manual",8,5.7,24,15,2
12511,"Chevrolet","Corvette",1996,"coupe","Auto",8,5.7,23,15,2
12512,"Chevrolet","Corvette",1996,"coupe","Manual",8,5.7,24,15,2
29581,"Chevrolet","Corvette",1997,"coupe","Auto",8,5.7,24,16,2
29582,"Chevrolet","Corvette",1997,"coupe","Manual",8,5.7,25,16,3
13995,"Chevrolet","Corvette",1998,"coupe","Auto",8,5.7,23,15,2
13996,"Chevrolet","Corvette",1998,"coupe","Manual",8,5.7,25,16,3
14799,"Chevrolet","Corvette",1999,"coupe","Auto",8,5.7,23,15,2
14800,"Chevrolet","Corvette",1999,"coupe","Manual",8,5.7,26,16,3
15599,"Chevrolet","Corvette",2000,"coupe","Auto",8,5.7,23,15,2
15600,"Chevrolet","Corvette",2000,"coupe","Manual",8,5.7,25,16,3
16438,"Chevrolet","Corvette",2001,"coupe","Auto",8,5.7,24,16,2
16439,"Chevrolet","Corvette",2001,"coupe","Manual",8,5.7,26,17,3
17344,"Chevrolet","Corvette",2002,"coupe","Auto",8,5.7,23,16,2
17345,"Chevrolet","Corvette",2002,"coupe","Manual",8,5.7,26,17,3
18302,"Chevrolet","Corvette",2003,"coupe","Auto",8,5.7,23,16,2
18303,"Chevrolet","Corvette",2003,"coupe","Manual",8,5.7,26,17,3
19344,"Chevrolet","Corvette",2004,"coupe","Auto",8,5.7,23,16,2
19345,"Chevrolet","Corvette",2004,"coupe","Manual",8,5.7,26,17,3
20462,"Chevrolet","Corvette",2005,"coupe","Auto",8,6,24,16,2
20463,"Chevrolet","Corvette",2005,"coupe","Manual",8,6,26,16,3
21619,"Chevrolet","Corvette",2006,"coupe","Manual",8,6,26,16,3
21620,"Chevrolet","Corvette",2006,"coupe","Auto",8,6,25,15,3
21621,"Chevrolet","Corvette",2006,"coupe","Manual",8,7,24,15,2
23062,"Chevrolet","Corvette",2007,"coupe","Manual",8,7,24,14,2
23469,"Chevrolet","Corvette",2007,"coupe","Manual",8,6,26,16,3
23470,"Chevrolet","Corvette",2007,"coupe","Auto",8,6,25,15,3
24172,"Chevrolet","Corvette",2008,"coupe","Manual",8,6.2,26,16,3
24173,"Chevrolet","Corvette",2008,"coupe","Auto",8,6.2,25,15,3
24174,"Chevrolet","Corvette",2008,"coupe","Manual",8,7,24,15,2
25200,"Chevrolet","Corvette",2009,"coupe","Auto",8,6.2,25,15,3
25201,"Chevrolet","Corvette",2009,"coupe","Manual",8,6.2,26,16,3
25387,"Chevrolet","Corvette",2009,"coupe","Manual",8,7,24,15,2
25388,"Chevrolet","Corvette",2009,"coupe","Manual",8,6.2,20,14,2
28526,"Chevrolet","Corvette",2010,"coupe","Manual",8,7,24,15,2
28527,"Chevrolet","Corvette",2010,"coupe","Manual",8,6.2,26,16,3
28528,"Chevrolet","Corvette",2010,"coupe","Manual",8,6.2,20,14,2
28529,"Chevrolet","Corvette",2010,"coupe","Auto",8,6.2,25,15,3
30227,"Chevrolet","Corvette",2011,"coupe","Manual",8,7,24,15,2
30228,"Chevrolet","Corvette",2011,"coupe","Manual",8,6.2,20,14,2
30229,"Chevrolet","Corvette",2011,"coupe","Manual",8,6.2,26,16,3
30230,"Chevrolet","Corvette",2011,"coupe","Auto",8,6.2,25,15,3
31325,"Chevrolet","Corvette",2012,"coupe","Auto",8,6.2,25,15,3
31326,"Chevrolet","Corvette",2012,"coupe","Manual",8,6.2,26,16,3
31327,"Chevrolet","Corvette",2012,"coupe","Manual",8,6.2,21,14,2
31328,"Chevrolet","Corvette",2012,"coupe","Manual",8,7,24,15,2
32355,"Chevrolet","Corvette",2013,"coupe","Manual",8,6.2,21,14,2
32356,"Chevrolet","Corvette",2013,"coupe","Manual",8,7,24,15,2
32370,"Chevrolet","Corvette",2013,"coupe","Manual",8,6.2,26,16,3
32371,"Chevrolet","Corvette",2013,"coupe","Auto",8,6.2,25,15,3
33907,"Chevrolet","Corvette",2014,"coupe","Manual",8,6.2,29,17,3
34259,"Chevrolet","Corvette",2014,"coupe","Auto",8,6.2,28,16,3
1694,"Chevrolet","Corvette Convertible",1986,"coupe","Auto",8,5.7,22,15,2
1695,"Chevrolet","Corvette Convertible",1986,"coupe","Manual",8,5.7,22,15,2
2896,"Chevrolet","Corvette Convertible",1987,"coupe","Auto",8,5.7,23,15,2
4124,"Chevrolet","Corvette Convertible",1988,"coupe","Auto",8,5.7,23,15,2
4125,"Chevrolet","Corvette Convertible",1988,"coupe","Manual",8,5.7,22,15,2
5245,"Chevrolet","Corvette Convertible",1989,"coupe","Auto",8,5.7,23,15,2
5246,"Chevrolet","Corvette Convertible",1989,"coupe","Manual",8,5.7,23,15,2
30625,"Chevrolet","Cruze",2011,"midsize","Manual",4,1.8,36,26,4
30626,"Chevrolet","Cruze",2011,"midsize","Auto",4,1.4,36,24,4
31070,"Chevrolet","Cruze",2011,"midsize","Auto",4,1.8,35,22,4
31370,"Chevrolet","Cruze",2012,"midsize","Auto",4,1.4,38,26,4
31371,"Chevrolet","Cruze",2012,"midsize","Auto",4,1.8,35,22,4
31372,"Chevrolet","Cruze",2012,"midsize","Manual",4,1.4,38,26,4
31373,"Chevrolet","Cruze",2012,"midsize","Manual",4,1.8,36,25,4
32541,"Chevrolet","Cruze",2013,"midsize","Manual",4,1.4,38,26,4
32543,"Chevrolet","Cruze",2013,"midsize","Auto",4,1.4,38,26,4
32544,"Chevrolet","Cruze",2013,"midsize","Manual",4,1.8,36,25,4
32545,"Chevrolet","Cruze",2013,"midsize","Auto",4,1.8,35,22,4
33578,"Chevrolet","Cruze",2014,"midsize","Auto",4,2,46,27,4
33664,"Chevrolet","Cruze",2014,"midsize","Auto",4,1.4,38,26,4
33665,"Chevrolet","Cruze",2014,"midsize","Manual",4,1.8,36,25,4
33666,"Chevrolet","Cruze",2014,"midsize","Auto",4,1.8,35,22,4
34078,"Chevrolet","Cruze",2014,"midsize","Manual",4,1.4,38,26,4
30987,"Chevrolet","Cruze Eco",2011,"midsize","Auto",4,1.4,37,26,4
30989,"Chevrolet","Cruze Eco",2011,"midsize","Manual",4,1.4,42,28,4
31315,"Chevrolet","Cruze Eco",2012,"midsize","Auto",4,1.4,39,26,4
31377,"Chevrolet","Cruze Eco",2012,"midsize","Manual",4,1.4,42,28,4
32540,"Chevrolet","Cruze Eco",2013,"midsize","Auto",4,1.4,39,26,4
32542,"Chevrolet","Cruze Eco",2013,"midsize","Manual",4,1.4,42,28,4
33663,"Chevrolet","Cruze Eco",2014,"midsize","Auto",4,1.4,39,26,4
34079,"Chevrolet","Cruze Eco",2014,"midsize","Manual",4,1.4,42,28,4
27323,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",6,3.8,19,15,1
27324,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",6,3.8,22,15,2
27325,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",8,5,18,14,1
27326,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",8,5,20,15,2
27327,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",8,5.7,24,18,2
27328,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",8,5.7,26,18,3
28302,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",6,3.8,19,15,1
28303,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",8,5,17,14,1
28304,"Chevrolet","El Camino Pickup 2WD",1984,"pickup","Auto",8,5,20,15,2
1519,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",6,4.3,19,15,1
1520,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",6,4.3,22,15,2
1521,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",8,5,20,15,2
784,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",6,4.3,20,15,2
785,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",6,4.3,21,15,2
786,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",8,5,17,14,1
787,"Chevrolet","El Camino Pickup 2WD",1985,"pickup","Auto",8,5,20,14,2
2439,"Chevrolet","El Camino Pickup 2WD",1986,"pickup","Auto",6,4.3,19,15,1
2440,"Chevrolet","El Camino Pickup 2WD",1986,"pickup","Auto",6,4.3,22,15,2
2441,"Chevrolet","El Camino Pickup 2WD",1986,"pickup","Auto",8,5,18,15,1
2442,"Chevrolet","El Camino Pickup 2WD",1986,"pickup","Auto",8,5,21,15,2
3658,"Chevrolet","El Camino Pickup 2WD",1987,"pickup","Auto",6,4.3,20,16,2
3659,"Chevrolet","El Camino Pickup 2WD",1987,"pickup","Auto",6,4.3,22,16,2
3660,"Chevrolet","El Camino Pickup 2WD",1987,"pickup","Auto",8,5,16,13,1
3661,"Chevrolet","El Camino Pickup 2WD",1987,"pickup","Auto",8,5,20,15,2
19736,"Chevrolet","Epica",2004,"midsize","Auto",6,2.5,25,17,3
20857,"Chevrolet","Epica",2005,"midsize","Auto",6,2.5,25,18,3
21947,"Chevrolet","Epica",2006,"midsize","Auto",6,2.5,25,17,3
21374,"Chevrolet","Equinox AWD",2005,"suv","Auto",6,3.4,23,17,2
22478,"Chevrolet","Equinox AWD",2006,"suv","Auto",6,3.4,21,16,2
23406,"Chevrolet","Equinox AWD",2007,"suv","Auto",6,3.4,23,17,2
24634,"Chevrolet","Equinox AWD",2008,"suv","Auto",6,3.4,24,17,2
24635,"Chevrolet","Equinox AWD",2008,"suv","Auto",6,3.6,24,16,2
25345,"Chevrolet","Equinox AWD",2009,"suv","Auto",6,3.4,24,17,2
25663,"Chevrolet","Equinox AWD",2009,"suv","Auto",6,3.6,24,16,2
26483,"Chevrolet","Equinox AWD",2010,"suv","Auto",4,2.4,29,20,3
28787,"Chevrolet","Equinox AWD",2010,"suv","Auto",6,3,24,17,2
30551,"Chevrolet","Equinox AWD",2011,"suv","Auto",4,2.4,29,20,3
30774,"Chevrolet","Equinox AWD",2011,"suv","Auto",6,3,22,16,2
30775,"Chevrolet","Equinox AWD",2011,"suv","Auto",6,3,22,16,2
31497,"Chevrolet","Equinox AWD",2012,"suv","Auto",4,2.4,29,20,3
31498,"Chevrolet","Equinox AWD",2012,"suv","Auto",6,3,23,16,2
31499,"Chevrolet","Equinox AWD",2012,"suv","Auto",6,3,23,16,2
31608,"Chevrolet","Equinox AWD",2012,"suv","Auto",4,2.4,29,20,3
32636,"Chevrolet","Equinox AWD",2013,"suv","Auto",4,2.4,29,20,3
32637,"Chevrolet","Equinox AWD",2013,"suv","Auto",4,2.4,29,20,3
33235,"Chevrolet","Equinox AWD",2013,"suv","Auto",6,3.6,23,16,2
33236,"Chevrolet","Equinox AWD",2013,"suv","Auto",6,3.6,23,16,2
33877,"Chevrolet","Equinox AWD",2014,"suv","Auto",6,3.6,23,16,2
33878,"Chevrolet","Equinox AWD",2014,"suv","Auto",4,2.4,29,20,3
33879,"Chevrolet","Equinox AWD",2014,"suv","Auto",4,2.4,29,20,3
33969,"Chevrolet","Equinox AWD",2014,"suv","Auto",6,3.6,23,16,2
21263,"Chevrolet","Equinox FWD",2005,"suv","Auto",6,3.4,23,17,2
22358,"Chevrolet","Equinox FWD",2006,"suv","Auto",6,3.4,22,17,2
23385,"Chevrolet","Equinox FWD",2007,"suv","Auto",6,3.4,24,17,2
24082,"Chevrolet","Equinox FWD",2008,"suv","Auto",6,3.6,24,16,2
24573,"Chevrolet","Equinox FWD",2008,"suv","Auto",6,3.4,24,17,2
25324,"Chevrolet","Equinox FWD",2009,"suv","Auto",6,3.4,24,17,2
25608,"Chevrolet","Equinox FWD",2009,"suv","Auto",6,3.6,24,17,2
26466,"Chevrolet","Equinox FWD",2010,"suv","Auto",4,2.4,32,22,3
28736,"Chevrolet","Equinox FWD",2010,"suv","Auto",6,3,25,17,3
30505,"Chevrolet","Equinox FWD",2011,"suv","Auto",4,2.4,32,22,3
30733,"Chevrolet","Equinox FWD",2011,"suv","Auto",6,3,24,17,2
30734,"Chevrolet","Equinox FWD",2011,"suv","Auto",6,3,24,17,2
31467,"Chevrolet","Equinox FWD",2012,"suv","Auto",6,3,24,17,2
31468,"Chevrolet","Equinox FWD",2012,"suv","Auto",4,2.4,32,22,3
31469,"Chevrolet","Equinox FWD",2012,"suv","Auto",6,3,24,17,2
31595,"Chevrolet","Equinox FWD",2012,"suv","Auto",4,2.4,32,22,3
32739,"Chevrolet","Equinox FWD",2013,"suv","Auto",6,3.6,24,17,2
32740,"Chevrolet","Equinox FWD",2013,"suv","Auto",4,2.4,32,22,3
32741,"Chevrolet","Equinox FWD",2013,"suv","Auto",6,3.6,24,17,2
32742,"Chevrolet","Equinox FWD",2013,"suv","Auto",4,2.4,32,22,3
33863,"Chevrolet","Equinox FWD",2014,"suv","Auto",6,3.6,24,17,2
33864,"Chevrolet","Equinox FWD",2014,"suv","Auto",4,2.4,32,22,3
33865,"Chevrolet","Equinox FWD",2014,"suv","Auto",6,3.6,24,17,2
34119,"Chevrolet","Equinox FWD",2014,"suv","Auto",4,2.4,32,22,3
28723,"Chevrolet","Express 1500 2WD Cargo",2010,"van","Auto",6,4.3,20,15,2
29427,"Chevrolet","Express 1500 2WD Cargo",2010,"van","Auto",8,5.3,18,13,1
30169,"Chevrolet","Express 1500 2WD Cargo",2011,"van","Auto",6,4.3,20,15,2
30472,"Chevrolet","Express 1500 2WD Cargo",2011,"van","Auto",8,5.3,18,13,1
31271,"Chevrolet","Express 1500 2WD Cargo",2012,"van","Auto",8,5.3,18,13,1
31457,"Chevrolet","Express 1500 2WD Cargo",2012,"van","Auto",6,4.3,20,15,2
32431,"Chevrolet","Express 1500 2WD Cargo",2013,"van","Auto",6,4.3,20,15,2
32432,"Chevrolet","Express 1500 2WD Cargo",2013,"van","Auto",8,5.3,18,13,1
33691,"Chevrolet","Express 1500 2WD Cargo",2014,"van","Auto",6,4.3,19,14,1
33692,"Chevrolet","Express 1500 2WD Cargo",2014,"van","Auto",8,5.3,18,13,1
29428,"Chevrolet","Express 1500 2WD Conversion Cargo",2010,"van","Auto",8,5.3,17,13,1
30473,"Chevrolet","Express 1500 2WD Conversion Cargo",2011,"van","Auto",8,5.3,17,13,1
31272,"Chevrolet","Express 1500 2WD Conversion Cargo",2012,"van","Auto",8,5.3,17,13,1
32433,"Chevrolet","Express 1500 2WD Conversion Cargo",2013,"van","Auto",8,5.3,17,13,1
33693,"Chevrolet","Express 1500 2WD Conversion Cargo",2014,"van","Auto",8,5.3,17,13,1
25750,"Chevrolet","Express 1500 2WD Passenger",2009,"van","Auto",8,5.3,16,13,1
26106,"Chevrolet","Express 1500 2WD Passenger",2009,"van","Auto",8,5.3,16,13,1
29435,"Chevrolet","Express 1500 2WD Passenger",2010,"van","Auto",8,5.3,17,13,1
30486,"Chevrolet","Express 1500 2WD Passenger",2011,"van","Auto",8,5.3,17,13,1
31279,"Chevrolet","Express 1500 2WD Passenger",2012,"van","Auto",8,5.3,17,13,1
32442,"Chevrolet","Express 1500 2WD Passenger",2013,"van","Auto",8,5.3,17,13,1
33703,"Chevrolet","Express 1500 2WD Passenger",2014,"van","Auto",8,5.3,17,13,1
18989,"Chevrolet","Express 1500 AWD",2003,"van","Auto",8,5.3,16,12,1
20113,"Chevrolet","Express 1500 AWD",2004,"van","Auto",8,5.3,17,13,1
21215,"Chevrolet","Express 1500 AWD",2005,"van","Auto",8,5.3,17,13,1
22313,"Chevrolet","Express 1500 AWD",2006,"van","Auto",8,5.3,17,13,1
23377,"Chevrolet","Express 1500 AWD",2007,"van","Auto",8,5.3,16,13,1
23440,"Chevrolet","Express 1500 AWD",2007,"van","Auto",8,5.3,17,13,1
24556,"Chevrolet","Express 1500 AWD",2008,"van","Auto",8,5.3,16,12,1
24703,"Chevrolet","Express 1500 AWD",2008,"van","Auto",8,5.3,16,12,1
29429,"Chevrolet","Express 1500 AWD Cargo",2010,"van","Auto",8,5.3,17,13,1
30483,"Chevrolet","Express 1500 AWD Cargo",2011,"van","Auto",8,5.3,17,13,1
31273,"Chevrolet","Express 1500 AWD Cargo",2012,"van","Auto",8,5.3,17,13,1
32435,"Chevrolet","Express 1500 AWD Cargo",2013,"van","Auto",8,5.3,17,13,1
33695,"Chevrolet","Express 1500 AWD Cargo",2014,"van","Auto",8,5.3,17,13,1
29430,"Chevrolet","Express 1500 AWD Conversion Cargo",2010,"van","Auto",8,5.3,17,13,1
30482,"Chevrolet","Express 1500 AWD Conversion Cargo",2011,"van","Auto",8,5.3,17,13,1
31274,"Chevrolet","Express 1500 AWD Conversion Cargo",2012,"van","Auto",8,5.3,17,13,1
32434,"Chevrolet","Express 1500 AWD Conversion Cargo",2013,"van","Auto",8,5.3,17,13,1
33694,"Chevrolet","Express 1500 AWD Conversion Cargo",2014,"van","Auto",8,5.3,17,13,1
25756,"Chevrolet","Express 1500 AWD Passenger",2009,"van","Auto",8,5.3,16,13,1
26107,"Chevrolet","Express 1500 AWD Passenger",2009,"van","Auto",8,5.3,15,12,1
29436,"Chevrolet","Express 1500 AWD Passenger",2010,"van","Auto",8,5.3,17,13,1
30492,"Chevrolet","Express 1500 AWD Passenger",2011,"van","Auto",8,5.3,17,13,1
31280,"Chevrolet","Express 1500 AWD Passenger",2012,"van","Auto",8,5.3,17,13,1
32443,"Chevrolet","Express 1500 AWD Passenger",2013,"van","Auto",8,5.3,17,13,1
33704,"Chevrolet","Express 1500 AWD Passenger",2014,"van","Auto",8,5.3,17,13,1
13109,"Chevrolet","Express 1500/2500 2WD",1996,"van","Auto",6,4.3,17,14,1
13110,"Chevrolet","Express 1500/2500 2WD",1996,"van","Auto",8,5,16,11,1
13111,"Chevrolet","Express 1500/2500 2WD",1996,"van","Auto",8,5.7,17,12,1
13833,"Chevrolet","Express 1500/2500 2WD",1997,"van","Auto",6,4.3,17,14,1
13834,"Chevrolet","Express 1500/2500 2WD",1997,"van","Auto",8,5,17,13,1
13835,"Chevrolet","Express 1500/2500 2WD",1997,"van","Auto",8,5.7,17,12,1
14607,"Chevrolet","Express 1500/2500 2WD",1998,"van","Auto",6,4.3,17,13,1
14608,"Chevrolet","Express 1500/2500 2WD",1998,"van","Auto",8,5,16,13,1
14609,"Chevrolet","Express 1500/2500 2WD",1998,"van","Auto",8,5.7,17,12,1
15395,"Chevrolet","Express 1500/2500 2WD",1999,"van","Auto",6,4.3,18,13,1
15396,"Chevrolet","Express 1500/2500 2WD",1999,"van","Auto",8,5,16,13,1
15397,"Chevrolet","Express 1500/2500 2WD",1999,"van","Auto",8,5.7,17,12,1
16198,"Chevrolet","Express 1500/2500 2WD",2000,"van","Auto",6,4.3,16,13,1
16199,"Chevrolet","Express 1500/2500 2WD",2000,"van","Auto",8,5,16,13,1
16200,"Chevrolet","Express 1500/2500 2WD",2000,"van","Auto",8,5.7,17,12,1
17070,"Chevrolet","Express 1500/2500 2WD",2001,"van","Auto",6,4.3,16,13,1
17071,"Chevrolet","Express 1500/2500 2WD",2001,"van","Auto",8,5,16,13,1
17072,"Chevrolet","Express 1500/2500 2WD",2001,"van","Auto",8,5.7,16,12,1
18004,"Chevrolet","Express 1500/2500 2WD",2002,"van","Auto",6,4.3,16,13,1
18005,"Chevrolet","Express 1500/2500 2WD",2002,"van","Auto",8,5,17,13,1
18006,"Chevrolet","Express 1500/2500 2WD",2002,"van","Auto",8,5.7,16,12,1
18987,"Chevrolet","Express 1500/2500 2WD",2003,"van","Auto",6,4.3,18,13,1
18988,"Chevrolet","Express 1500/2500 2WD",2003,"van","Auto",8,5.3,17,12,1
20111,"Chevrolet","Express 1500/2500 2WD",2004,"van","Auto",6,4.3,18,13,1
20112,"Chevrolet","Express 1500/2500 2WD",2004,"van","Auto",8,5.3,18,14,1
21213,"Chevrolet","Express 1500/2500 2WD",2005,"van","Auto",6,4.3,18,13,1
21214,"Chevrolet","Express 1500/2500 2WD",2005,"van","Auto",8,5.3,17,13,1
22311,"Chevrolet","Express 1500/2500 2WD",2006,"van","Auto",6,4.3,18,13,1
